strategy,t,ndcg_m,ndcg_s,rd_m,rd_s,lss_m,lss_s,ptkr_m,conv_m,sigma_m
LCB,47,0.9998415072769719,9.282023132134933e-05,0.11466666666666667,0.07022050655065004,1.0,0.0,0.0,0.6066666666666667,0.014569287935358962
LCB,48,0.9997914629369739,0.00011743776526118357,0.11116666666666668,0.06109183778278537,1.0,0.0,0.0,0.6233333333333333,0.014417079939966385
LCB,49,0.9998074969799923,0.00011418980336192169,0.10666666666666667,0.06189999350082598,1.0,0.0,0.0,0.5916666666666667,0.014269544824634823
LCB,50,0.9998072256689634,0.00011071469035186543,0.10983333333333332,0.06505280790321011,1.0,0.0,0.0,0.6383333333333333,0.014126448280440334
LCB,51,0.9998512212167511,9.00986747444848e-05,0.12433333333333334,0.06521494081686441,1.0,0.0,0.0,0.6649999999999999,0.013987572123604705
LCB,52,0.9997987061207342,0.00013470371051949747,0.10666666666666667,0.06449182430586725,1.0,0.0,0.0,0.615,0.013852712896188304
LCB,53,0.9998167282273436,0.0001261620633560237,0.116,0.06581583500899335,1.0,0.0,0.0,0.6233333333333333,0.013721680612390447
LCB,54,0.9998340831610409,9.470281838917903e-05,0.11733333333333333,0.06778176610336997,1.0,0.0,0.0,0.6566666666666666,0.013594297632883315
LCB,55,0.9997820319367224,0.0001471861075990675,0.11133333333333334,0.06967824245246408,1.0,0.0,0.0,0.6799999999999999,0.013470397652008118
LCB,56,0.999843386914191,8.56597058730047e-05,0.12283333333333334,0.06784469248843697,1.0,0.0,0.0,0.66,0.013349824784699543
LCB,57,0.9998385034632646,7.769590668723501e-05,0.12000000000000001,0.06370730483747664,1.0,0.0,0.0,0.6466666666666666,0.013232432741736928
LCB,58,0.999808410349912,0.00010895152150900415,0.113,0.06249965517146255,1.0,0.0,0.0,0.6366666666666667,0.013118084083398785
LCB,59,0.9998359145426848,0.00011968344674171126,0.11850000000000001,0.062327693518293655,1.0,0.0,0.0,0.67,0.013006649542861801
LCB,60,0.9998120077263967,0.00011136325701561774,0.11283333333333334,0.06186307646637903,1.0,0.0,0.0,0.6416666666666667,0.012898007411770435
Naive,0,0.9989851547908349,0.0006317524265110681,0.0,0.0,1.0,0.0,0.0,0.0,0.29999999999999993
Naive,1,0.9979677530326256,0.001134743181343386,0.251,0.10709647600371261,1.0,0.0,0.2816666666666666,0.3233333333333333,0.0948683298050514
Naive,2,0.998418880585839,0.0007708123236929769,0.24683333333333335,0.09972793449951839,1.0,0.0,0.0,0.375,0.06882472016116851
Naive,3,0.9989253032428133,0.00047741701786579023,0.2045,0.08536281593778164,1.0,0.0,0.0,0.4166666666666667,0.05669467095138409
Naive,4,0.9989860179769682,0.0004711301031828508,0.24683333333333335,0.08983205914691433,1.0,0.0,0.0,0.475,0.049319696191607185
Naive,5,0.9992761329417645,0.0003386911058477244,0.2165,0.07218450975296474,1.0,0.0,0.0,0.49333333333333335,0.04423258684646915
Naive,6,0.9993165992568736,0.0003270754495107075,0.228,0.10012578296219762,1.0,0.0,0.0,0.55,0.040451991747794534
Naive,7,0.9994370853277749,0.00024183801168801812,0.21416666666666667,0.09591737943751863,1.0,0.0,0.0,0.5850000000000001,0.0375
Naive,8,0.9993978377975363,0.00029837168777923945,0.19716666666666666,0.06934028203464188,1.0,0.0,0.0,0.58,0.03511234415883917
Naive,9,0.9995267049637264,0.00024948981811474363,0.21850000000000003,0.09913548722625116,1.0,0.0,0.0,0.64,0.03312945782245395
Naive,10,0.999587029973228,0.0002643994870901393,0.19633333333333333,0.07703484806301597,1.0,0.0,0.0,0.63,0.031448545101657545
Naive,11,0.9996089680282378,0.0002746412783695177,0.1996666666666667,0.09405549841242242,1.0,0.0,0.0,0.6333333333333333,0.030000000000000006
Naive,12,0.9996667924513012,0.0001963232875029055,0.19883333333333333,0.08195544766700288,1.0,0.0,0.0,0.6549999999999999,0.028734788556634548
Naive,13,0.9996606133961881,0.00019107961772485342,0.2046666666666667,0.07294226972506188,1.0,0.0,0.0,0.7166666666666667,0.027617238536949706
Naive,14,0.9996342151813562,0.00017779993131080942,0.20133333333333334,0.0997145350776261,1.0,0.0,0.0,0.6833333333333333,0.026620695282483415
Naive,15,0.9996691047589726,0.00019012447535434823,0.20133333333333334,0.09319920575854168,1.0,0.0,0.0,0.69,0.02572478777137633
Naive,16,0.9997248543068653,0.00016983072873002342,0.20016666666666666,0.08266554272502535,1.0,0.0,0.0,0.7683333333333333,0.024913643956121993
Naive,17,0.999769595812926,0.00013937563527463697,0.20133333333333334,0.08831695792695345,1.0,0.0,0.0,0.77,0.02417468892076141
Naive,18,0.9997592637337402,0.00014311143888332768,0.19216666666666665,0.07301019453300427,1.0,0.0,0.0,0.7050000000000001,0.023497813499638733
Naive,19,0.9997566354575559,0.00013491451033784322,0.19583333333333333,0.08528939916071282,1.0,0.0,0.0,0.7533333333333334,0.022874785549890704
Naive,20,0.9997837538892987,0.00015293445325698443,0.19383333333333336,0.08523480078212078,1.0,0.0,0.0,0.7533333333333334,0.02229882438741499
Naive,21,0.999803748610857,0.0001027964323047676,0.19833333333333333,0.08438758420417125,1.0,0.0,0.0,0.7899999999999999,0.021764287503300346
Naive,22,0.999734337866927,0.0001436253258459754,0.20633333333333334,0.08079276740134489,1.0,0.0,0.0,0.8083333333333333,0.021266436150250083
Naive,23,0.9998109240311287,0.00014109790751303805,0.20500000000000002,0.08525822844301528,1.0,0.0,0.0,0.7783333333333334,0.02080125735844609
Naive,24,0.9998057524294934,0.00012793722037552732,0.191,0.08424512673923842,1.0,0.0,0.0,0.81,0.020365326999063918
Naive,25,0.9998022026937725,0.000114030198389342,0.19116666666666668,0.09012140598155331,1.0,0.0,0.0,0.7899999999999999,0.01995570315713218
Naive,26,0.9997989469591549,0.00012397779817228987,0.1995,0.08080788199862343,1.0,0.0,0.0,0.8083333333333333,0.019569842191603272
Naive,27,0.9998134627920443,0.0001579972972851109,0.19583333333333333,0.07594330159712089,1.0,0.0,0.0,0.8316666666666667,0.0192055319899344
Naive,28,0.9998347180738959,0.00010036213026852249,0.19433333333333333,0.09002617754674559,1.0,0.0,0.0,0.8083333333333333,0.018860838403857945
Naive,29,0.9998628381789698,0.00011657841614733783,0.1915,0.07520259991837223,1.0,0.0,0.0,0.815,0.018534061896456462
Naive,30,0.9998397009223878,0.00010296183445213557,0.19866666666666666,0.0775256724257034,1.0,0.0,0.0,0.8266666666666667,0.01822370217692361
Naive,31,0.999867082853287,8.642712454744396e-05,0.19466666666666665,0.07611168442326793,1.0,0.0,0.0,0.8083333333333333,0.017928429140015904
Naive,32,0.9998748254054135,8.945357841364444e-05,0.1955,0.09333246099756543,1.0,0.0,0.0,0.8466666666666666,0.01764705882352941
Naive,33,0.9998821491731789,8.580401141662664e-05,0.19083333333333335,0.08386240098429436,1.0,0.0,0.0,0.8466666666666666,0.017378533390904772
Naive,34,0.9998441141331293,0.00010048147892532929,0.187,0.08351749765045109,1.0,0.0,0.0,0.84,0.017121904366060488
Naive,35,0.9998824067255215,7.725857609241663e-05,0.19083333333333333,0.08822075888843041,1.0,0.0,0.0,0.8566666666666667,0.016876318513890362
Naive,36,0.999838980713541,9.652125845477588e-05,0.19350000000000003,0.07732767270206212,1.0,0.0,0.0,0.85,0.016641005886756877
Naive,37,0.9998783935130869,8.197628784514713e-05,0.192,0.07305642599600903,1.0,0.0,0.0,0.865,0.01641526965493749
Naive,38,0.9998860787664373,8.781766864816143e-05,0.18816666666666665,0.08052075480286426,1.0,0.0,0.0,0.86,0.01619847741468117
Naive,39,0.9998918768940039,7.140236198464889e-05,0.17966666666666667,0.077991305144618,1.0,0.0,0.0,0.8733333333333333,0.015990053726670783
Naive,40,0.9998953045111818,7.631276745651296e-05,0.19316666666666665,0.08834184517653795,1.0,0.0,0.0,0.8783333333333334,0.015789473684210527
Naive,41,0.9999003972890063,7.771549651597104e-05,0.1875,0.09071317054510236,1.0,0.0,0.0,0.8766666666666667,0.01559625734730109
Naive,42,0.9998751606323942,7.215588182363834e-05,0.19866666666666666,0.07642816475499127,1.0,0.0,0.0,0.88,0.015409964908125424
Naive,43,0.9998966694235022,8.69792906438564e-05,0.19633333333333336,0.08583196628751791,1.0,0.0,0.0,0.8683333333333334,0.01523019247700429
Naive,44,0.9998906538757432,8.276575573544208e-05,0.19133333333333333,0.0821261994961301,1.0,0.0,0.0,0.8866666666666667,0.01505656839685487
Naive,45,0.9998977799778287,6.938402284248402e-05,0.1915,0.07742794202932526,1.0,0.0,0.0,0.8866666666666667,0.014888750009563956
Naive,46,0.9999064056989623,8.576497679601465e-05,0.19716666666666666,0.09020745566454728,1.0,0.0,0.0,0.8833333333333333,0.01472642081021448
Naive,47,0.9998927665988934,7.314652491315138e-05,0.18466666666666667,0.07688923216542422,1.0,0.0,0.0,0.9083333333333333,0.014569287935358962
Naive,48,0.9998936335412831,7.00894435924528e-05,0.2045,0.0796582138544592,1.0,0.0,0.0,0.895,0.014417079939966385
Naive,49,0.9999114751982614,6.252554448508605e-05,0.1845,0.08651639270621812,1.0,0.0,0.0,0.8916666666666667,0.014269544824634823
Naive,50,0.9998952280340418,7.0568195990249e-05,0.18166666666666667,0.08360759466135521,1.0,0.0,0.0,0.9049999999999999,0.014126448280440334
Naive,51,0.9998998976683493,6.25853907452272e-05,0.20033333333333334,0.0871278621786171,1.0,0.0,0.0,0.92,0.013987572123604705
Naive,52,0.999919744012762,6.779045001804831e-05,0.18816666666666668,0.08954370280842577,1.0,0.0,0.0,0.91,0.013852712896188304
Naive,53,0.9999328228499746,4.927812274623948e-05,0.1965,0.0862449398815514,1.0,0.0,0.0,0.9283333333333333,0.013721680612390447
Naive,54,0.9999271848109067,5.957947462348634e-05,0.1865,0.07627253765281446,1.0,0.0,0.0,0.89,0.013594297632883315
Naive,55,0.9999090312387078,6.314919613781938e-05,0.18233333333333332,0.08800208983934389,1.0,0.0,0.0,0.91,0.013470397652008118
Naive,56,0.9999261722294092,4.9760790764758725e-05,0.18533333333333335,0.08300325433309863,1.0,0.0,0.0,0.8983333333333333,0.013349824784699543
Naive,57,0.9999214067941598,6.311606811665673e-05,0.18883333333333333,0.08638010759721099,1.0,0.0,0.0,0.9266666666666666,0.013232432741736928
Naive,58,0.9999141366302421,7.352022298736628e-05,0.19283333333333333,0.07919512495155213,1.0,0.0,0.0,0.9149999999999999,0.013118084083398785
Naive,59,0.9999132543682985,5.8301841562394454e-05,0.19016666666666668,0.08422551146540576,1.0,0.0,0.0,0.9283333333333333,0.013006649542861801
Naive,60,0.99991354643141,6.162187252505836e-05,0.1915,0.07890577095279643,1.0,0.0,0.0,0.9283333333333333,0.012898007411770435
Random,0,0.9986205688227006,0.0006343281945142254,0.0485,0.03716575175411196,1.0,0.0,0.07833333333333334,0.07833333333333334,0.29999999999999993
Random,1,0.998373225490619,0.0007889389062256019,0.06816666666666667,0.03765733278717013,1.0,0.0,0.09666666666666668,0.10666666666666667,0.0948683298050514
Random,2,0.9986219148046953,0.0005744792971623355,0.04983333333333333,0.030779620814286594,1.0,0.0,0.0,0.105,0.06882472016116851
Random,3,0.9986084828089871,0.0006763058399481349,0.05366666666666667,0.042364048952834535,1.0,0.0,0.0,0.09833333333333334,0.05669467095138409
Random,4,0.9985594493748182,0.0007894210912422626,0.049666666666666665,0.048118627358337794,1.0,0.0,0.0,0.10500000000000001,0.049319696191607185
Random,5,0.9986741353149385,0.0006652221484587431,0.042666666666666665,0.03425898657169445,1.0,0.0,0.0,0.1,0.04423258684646915
Random,6,0.9986336092970414,0.0007583238921477792,0.051333333333333335,0.038212954414144316,1.0,0.0,0.0,0.11333333333333333,0.040451991747794534
Random,7,0.9986635865383174,0.0006415288512109051,0.0535,0.03842031610561231,1.0,0.0,0.0,0.115,0.0375
Random,8,0.998420748806259,0.000765391705147131,0.064,0.041800016498924314,1.0,0.0,0.0,0.10333333333333333,0.03511234415883917
Random,9,0.9986366769488979,0.0006986886314327163,0.0505,0.0465971362150967,1.0,0.0,0.0,0.115,0.03312945782245395
Random,10,0.9987430205591636,0.0007031425150286584,0.0435,0.03857706125630119,1.0,0.0,0.0,0.1,0.031448545101657545
Random,11,0.9987310793033465,0.0005801431594147726,0.04566666666666667,0.03879062571908529,1.0,0.0,0.0,0.105,0.030000000000000006
Random,12,0.9986813819702112,0.0007221872793848261,0.04783333333333333,0.0518233626807469,1.0,0.0,0.0,0.10333333333333333,0.028734788556634548
Random,13,0.9986064104067164,0.0007715967048703875,0.04566666666666667,0.03775450037877041,1.0,0.0,0.0,0.095,0.027617238536949706
Random,14,0.9983478303838174,0.0007698064183635426,0.06833333333333334,0.052413036897146215,1.0,0.0,0.0,0.09666666666666666,0.026620695282483415
Random,15,0.9986718296438281,0.0006972936439849804,0.052000000000000005,0.04375874296877021,1.0,0.0,0.0,0.09000000000000001,0.02572478777137633
Random,16,0.9984846035975886,0.0008377679143818032,0.06949999999999999,0.0560380104990323,1.0,0.0,0.0,0.095,0.024913643956121993
Random,17,0.9986108300744683,0.0008295392616773775,0.057,0.038898630416453764,1.0,0.0,0.0,0.1,0.02417468892076141
Random,18,0.9987307184230715,0.0006172309912140317,0.047,0.03147522287724765,1.0,0.0,0.0,0.10333333333333333,0.023497813499638733
Random,19,0.9985905816221871,0.0007983259359936475,0.05316666666666667,0.04147045756408666,1.0,0.0,0.0,0.08333333333333333,0.022874785549890704
Random,20,0.9984611560427842,0.0007192991832096131,0.05616666666666667,0.03588014851517848,1.0,0.0,0.0,0.08333333333333333,0.02229882438741499
Random,21,0.9986544000281016,0.0005686024519566285,0.05433333333333333,0.035128663346414804,1.0,0.0,0.0,0.11666666666666667,0.021764287503300346
Random,22,0.9985727084914906,0.0007103260301212599,0.06366666666666666,0.051977006410549455,1.0,0.0,0.0,0.11,0.021266436150250083
Random,23,0.9985263097522755,0.0008494350462754255,0.05633333333333333,0.0376447398288474,1.0,0.0,0.0,0.105,0.02080125735844609
Random,24,0.9985949024254415,0.0006115104394640295,0.056,0.04480609564441596,1.0,0.0,0.0,0.105,0.020365326999063918
Random,25,0.9983970379483671,0.0008490806055911023,0.057,0.03838552169584346,1.0,0.0,0.0,0.10666666666666667,0.01995570315713218
Random,26,0.9985296534127553,0.0006687700564091498,0.04683333333333333,0.03149940703692946,1.0,0.0,0.0,0.1,0.019569842191603272
Random,27,0.998524837654381,0.0007858268607183709,0.06016666666666667,0.04169849359168856,1.0,0.0,0.0,0.08666666666666667,0.0192055319899344
Random,28,0.998540210429158,0.0007038379474458688,0.057666666666666665,0.04996090425545747,1.0,0.0,0.0,0.09166666666666666,0.018860838403857945
Random,29,0.9985756429250922,0.0006899172736187842,0.0775,0.05386365289736926,1.0,0.0,0.0,0.11166666666666666,0.018534061896456462
Random,30,0.9985184476632804,0.0006971041483136836,0.05266666666666667,0.038812842998280805,1.0,0.0,0.0,0.11333333333333333,0.01822370217692361
Random,31,0.9985455725890893,0.0006388876215866383,0.07600000000000001,0.053922038230175905,1.0,0.0,0.0,0.1,0.017928429140015904
Random,32,0.9985163420760604,0.0006749527484761448,0.06816666666666667,0.05462226610113305,1.0,0.0,0.0,0.10833333333333334,0.01764705882352941
Random,33,0.9986533773292028,0.0006746365770640146,0.04733333333333333,0.03685323485856065,1.0,0.0,0.0,0.09666666666666666,0.017378533390904772
Random,34,0.998757627156069,0.0006581770120947809,0.04016666666666667,0.03377111940322865,1.0,0.0,0.0,0.09833333333333334,0.017121904366060488
Random,35,0.9987097860537314,0.0006134450666278735,0.04916666666666667,0.03391376826837324,1.0,0.0,0.0,0.08833333333333333,0.016876318513890362
Random,36,0.9986204253710952,0.0007244289491747121,0.057,0.040992009313843183,1.0,0.0,0.0,0.11166666666666666,0.016641005886756877
Random,37,0.9985877252060809,0.0007648771342285033,0.05783333333333333,0.04551777472693446,1.0,0.0,0.0,0.12000000000000001,0.01641526965493749
Random,38,0.9987066216411506,0.000646159053192919,0.047,0.03217945371474336,1.0,0.0,0.0,0.11333333333333333,0.01619847741468117
Random,39,0.9986270715241532,0.0006203099077400704,0.04533333333333334,0.03483788399027043,1.0,0.0,0.0,0.09666666666666666,0.015990053726670783
Random,40,0.9985610495898141,0.0006706370136015276,0.06766666666666667,0.046381724502395257,1.0,0.0,0.0,0.11333333333333333,0.015789473684210527
Random,41,0.9987039637100668,0.0006595542034535813,0.057,0.036943573002714516,1.0,0.0,0.0,0.08833333333333333,0.01559625734730109
Random,42,0.9984968016745196,0.0006844561178177354,0.07566666666666667,0.05083328622571776,1.0,0.0,0.0,0.10666666666666667,0.015409964908125424
Random,43,0.9984886451841457,0.0007564640518266002,0.061000000000000006,0.042373544121058725,1.0,0.0,0.0,0.11833333333333333,0.01523019247700429
Random,44,0.9985808164896794,0.0009953316461095783,0.05533333333333334,0.04246567241117622,1.0,0.0,0.0,0.105,0.01505656839685487
Random,45,0.9985665558175356,0.0008264741567207838,0.0515,0.04720005113965668,1.0,0.0,0.0,0.1,0.014888750009563956
Random,46,0.9986832743905167,0.0007693387796270017,0.05416666666666667,0.04197871655587103,1.0,0.0,0.0,0.10833333333333334,0.01472642081021448
Random,47,0.9987077129006042,0.0006051953951491596,0.052000000000000005,0.039775230552659795,1.0,0.0,0.0,0.10833333333333334,0.014569287935358962
Random,48,0.9985182716507646,0.0006576634907452764,0.0685,0.05329084154996473,1.0,0.0,0.0,0.10333333333333333,0.014417079939966385
Random,49,0.998628012125304,0.0004947454008315269,0.05183333333333333,0.04442124634042568,1.0,0.0,0.0,0.08499999999999999,0.014269544824634823
Random,50,0.9984725083231214,0.0008466370361017612,0.059166666666666666,0.03959021416298811,1.0,0.0,0.0,0.09166666666666666,0.014126448280440334
Random,51,0.9985545463910207,0.0006969306659463786,0.0605,0.04414611319634864,1.0,0.0,0.0,0.12166666666666666,0.013987572123604705
Random,52,0.9985889987568296,0.0007089301309334522,0.04983333333333333,0.03625777760400669,1.0,0.0,0.0,0.09666666666666666,0.013852712896188304
Random,53,0.9985628199383417,0.0006811578637978898,0.056,0.040628680204658554,1.0,0.0,0.0,0.09166666666666666,0.013721680612390447
Random,54,0.9986720038793818,0.000645534081327799,0.05466666666666666,0.0412923415570535,1.0,0.0,0.0,0.11333333333333333,0.013594297632883315
Random,55,0.9986834395439212,0.0006242365284019086,0.05716666666666667,0.037247618144940015,1.0,0.0,0.0,0.10333333333333333,0.013470397652008118
Random,56,0.9986621363728126,0.0006963232292955967,0.06166666666666667,0.049815752482546105,1.0,0.0,0.0,0.12166666666666666,0.013349824784699543
Random,57,0.9984200779921972,0.0009762013480412808,0.055,0.05798335076138013,1.0,0.0,0.0,0.10333333333333333,0.013232432741736928
Random,58,0.9985449695919344,0.0007749661307120608,0.05366666666666666,0.045351754201964474,1.0,0.0,0.0,0.1,0.013118084083398785
Random,59,0.9984304926760055,0.0005539275858870995,0.07066666666666667,0.042012587057504186,1.0,0.0,0.0,0.11,0.013006649542861801
Random,60,0.9986542126786763,0.0005341016781813603,0.059333333333333335,0.045004469765241924,1.0,0.0,0.0,0.10833333333333334,0.012898007411770435
Tiered,0,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.29999999999999993
Tiered,1,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.0948683298050514
Tiered,2,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.06882472016116851
Tiered,3,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.05669467095138409
Tiered,4,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.049319696191607185
Tiered,5,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.04423258684646915
Tiered,6,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.040451991747794534
Tiered,7,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.0375
Tiered,8,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.03511234415883917
Tiered,9,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.03312945782245395
Tiered,10,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.031448545101657545
Tiered,11,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.030000000000000006
Tiered,12,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.028734788556634548
Tiered,13,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.027617238536949706
Tiered,14,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.026620695282483415
Tiered,15,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.02572478777137633
Tiered,16,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.024913643956121993
Tiered,17,0.9991038685890749,0.0005715592302091605,0.0,0.0,1.0,0.0,0.0,0.0,0.02417468892076141
